tempavg,lightavg,humidityavg
14.2,92.6,63.6
17.7,92.8,52.6
13.5,91.1,55.9
14.2,93.2,57
18.4,93.2,51.4
14.5,92.3,64.7
13.5,91,55.7
18.7,94.8,50.2
14.5,93.3,63.3
13.5,92,55.2
14.2,93.8,56.7
20.6,95.3,46.9
14.8,93.5,63.6
13.9,92.3,55.1
14.5,94,56.7
20.3,95.5,48.1
14.8,93.8,62.6
14.2,92.8,55.1
14.8,94.6,56.8
21.9,95.8,46.9
15.2,94,62.2
14.5,93.2,54.3
15.2,94.8,55.4
15.5,94.2,61.7
22.9,95.8,43.7
14.8,93.5,54.6
15.5,94.9,55.2
25.2,96,40.4
15.8,94.6,60.8
15.2,93.9,53.7
15.8,95.6,54.4
16.1,94.9,60
15.8,94.5,52.7
24.5,95.7,37.6
16.5,94.8,59.2
16.1,94.1,51.8
16.5,95.3,52.6
24.5,95.5,39.3
16.5,94.5,57.1
16.8,95.4,50.8
16.8,94.7,55.5
16.8,95.6,49.7
16.8,94,49.6
21,94.8,41
17.1,94.7,54.8
17.1,95.8,49.2
18.1,94.1,45.6
17.4,95.1,54
17.4,95.8,47.5
17.7,95.6,51.9
18.1,95.7,49.1
17.7,95.1,45.9
18.4,96,50.5
18.1,95,45.5
18.7,96.2,44.2
18.7,91.8,40.9
22.9,97.7,38.8
19.4,96.4,45.8
19.4,92.3,40.4
23.2,97.7,38.2
19.4,95.6,41.5
19.4,93.1,39.3
24.8,97.7,37.3
20,96.5,44.8
20,94.1,39.2
20.3,96.5,44.7
26.1,97.7,36
24.5,97.3,36.3
23.9,95.9,34.6
24.5,97.3,34.7
25.2,97.7,37.1
26.5,97.7,35.5
26.5,97.9,31.9
25.5,97.4,33.8
25.8,97.7,36.6
24.8,96.7,34.4
24.2,97.6,40.1
25.2,97.9,36
24.5,96.7,37.1
23.9,97.5,41.8
23.5,96.8,36
24.2,97.6,43.1
24.5,97.5,40.7
23.2,97.5,41.7
23.5,97.7,44
23.2,97.6,45
22.9,96.8,38.2
23.5,97.6,41.7
23.9,98,41
23.5,97.6,47
22.6,97.6,43.9
22.6,96.9,42.6
24.2,96.9,37.1
21.6,97.6,46.6
23.2,97.8,41.8
22.3,97.7,43.3
21.6,97.2,49.1
22.9,97.7,43.4
21,97.4,50.5
22.9,97,40.4
22.6,97.6,43.6
21.9,97,42.9
21.3,97.6,50.5
22.3,98.1,43.3
22.9,97.7,43.7
21.6,97.4,50.7
22.3,97.8,43.6
21.6,97.3,49.9
21.9,97,42.6
22.6,98.1,43.3
22.6,97.1,41.5
21.9,97.4,49.1
22.3,97.8,44.5
22.6,97.8,43.6
21.3,97.1,43.4
21,97.3,48.9
22.6,97.9,42.3
21.3,97.4,48.9
21.9,97.2,42.1
23.2,97.8,42.9
22.9,97.2,39
21.3,97.4,49.6
23.5,97.8,42.5
22.9,98.2,41.4
22.3,97.4,48.8
22.6,98.3,40.3
22.3,97.4,35.1
23.2,97.8,41.2
24.2,97.8,39
23.5,97.4,32.4
22.6,97.3,45.9
23.5,98.4,38.7
24.5,97.8,36.8
22.6,97.6,42
23.5,98.4,37.3
22.6,97.6,41.4
25.2,97.9,36.9
23.9,98.4,37.3
22.6,97.6,41.7
23.9,97.7,31.6
23.9,97.6,39.8
26.5,97.9,36.9
24.5,97.3,36
26.5,97.8,36.5
24.2,98.5,33.6
23.5,97.7,29.1
23.9,97.7,37.7
25.5,98.6,31.9
26.1,98,35.2
23.9,97.7,37.7
22.6,97.8,29.8
24.8,97.8,36.2
24.5,97.8,26.2
27.4,98,35.8
25.2,98.6,32.7
23.5,97.7,37.4
25.5,98.6,32.2
24.2,96.6,29.5
27.4,97.9,35.8
23.5,97.3,38.8
23.9,97.7,38.7
28.4,98,35.5
24.8,97.9,30.6
24.2,97.8,37.9
24.5,97.9,31.1
24.2,97.8,39.6
26.8,98,37.4
25.8,98.6,34.6
24.5,97.8,39.3
25.8,98,38.7
24.2,98,33.5
22.6,97.8,41.5
22.9,98,31.7
27.4,98.1,37.3
24.5,97.8,39
24.5,98.6,34.3
23.2,97.8,40.6
25.8,98.1,38.5
24.2,97.8,40.7
25.5,98.1,39.5
24.2,98.6,36
22.9,97.8,41.5
23.5,98.6,34.9
22.9,98.1,33.6
25.5,98.2,39.5
23.5,98.6,36.8
21.6,98.1,37.1
23.9,98.1,42.5
22.6,97.8,45.9
23.2,98.6,38.7
23.9,98,40.7
23.5,97.8,43.4
22.6,97.7,44.2
20.6,98.1,40.3
22.9,97.9,42.3
19.7,98,41.4
22.3,97.6,45.5
19.7,95.7,49.4
20,96.4,44.2
20,98.3,40.4
18.7,93.6,53.2
18.7,98.1,45.9
18.7,91.8,51.6
17.4,91.7,46.6
17.1,91.2,47.8
17.4,93.2,47.7
16.5,86.5,49.7
18.1,87.5,54.1
16.8,82.7,50
17.7,73.8,55.7
16.8,70.9,50.2
16.5,50.3,51
17.7,61.4,57.4
17.4,47.5,56.3
16.5,37.2,51.1
16.5,45.4,50.7
16.1,23.3,51.3
17.1,30.4,57
16.1,28.5,50.2
17.1,12.7,55.5
16.5,10.6,50.3
16.5,11.4,51.8
17.1,6,56.7
16.1,5.5,49.4
17.1,4.6,56.3
16.1,6.9,52.1
16.1,2.7,50.5
16.1,6.8,51.4
16.1,2.8,50.2
16.8,4.3,55.9
16.1,6.6,51.9
16.8,4.3,57.3
16.5,4.3,55.2
15.8,3.8,49.2
15.8,6.8,50.3
16.5,4.3,56.2
15.8,6.8,52.1
16.1,4.4,57.3
15.5,3.5,50.5
15.5,4.4,59.8
14.8,2.7,52.7
14.2,7.2,61.2
14.8,4.1,64.5
14.2,2.9,56.2
14.2,4.3,67.7
12.9,3.4,60.9
13.2,8.6,67.2
13.5,4.2,67.4
11.9,2.9,60.9
12.6,10.4,65.5
13.2,4,67.4
11.6,3.8,60
12.3,10.6,65.6
11,2.5,57.1
12.9,3.9,63.3
12.6,3.9,61.9
11.6,10.6,60.1
12.9,3.8,63
11,2.7,58.1
11.6,10.5,62.6
12.9,3.6,61.5
11.6,2.4,57
13.2,3.6,62.6
11.9,10,62.5
11.9,4,57.6
12.3,10,60.4
13.2,3.5,63.3
11.9,3.3,57.1
13.2,3.4,64.2
12.3,2.9,59
12.6,9.9,64.5
12.6,9.8,64.7
13.2,3.4,65.5
12.3,4.7,59
12.6,2.7,58.4
13.5,3.3,64.9
13.5,3.3,64.7
12.9,3.1,58.5
13.2,8.8,63.1
13.5,3.3,63
12.9,3.1,58.4
13.5,3.3,61.4
12.9,9,60.9
12.6,1.9,55.5
12.9,8.3,59.2
13.5,3.3,60.6
12.6,2.6,54.8
13.5,3.3,60.3
12.6,2.2,54
12.9,7.6,57
13.2,3.3,58.5
12.6,4,51.4
12.9,12.6,54
12.6,7.5,56.7
13.2,3.3,58.4
12.3,2.8,52.4
12.9,3.4,58.1
11.9,2.9,52.2
12.6,6.6,55.7
11.9,7,56.2
12.6,3.4,58.4
11.9,2.3,51.8
11.9,7.2,56.3
12.6,3.4,59
12.6,3.4,59.5
11.6,2.2,51.9
11.9,7.1,54.9
12.6,3.4,59.2
11.6,2.2,51.9
11.9,7,52.7
12.3,3.4,56.2
11.6,2.7,50.5
12.3,3.5,56.8
11.6,6.8,53.3
11.3,3.3,50.2
11.6,7.1,53.2
11.9,3.5,57
11.3,2.3,50.7
12.3,3.5,57.1
11.3,2.9,50.2
11.6,7,53.5
11.6,6.9,52.9
11.9,3.5,57
11.3,2.3,49.7
11.3,7.1,54.4
11.9,3.6,57.6
11.9,3.6,58.1
11,3.9,51
11.9,3.6,59.3
11.3,7.2,55.2
11,1.6,52.4
11,7.2,55.9
11.6,3.6,59.6
10.6,2.5,52.2
11,7,56.8
11.6,3.7,60.1
11.6,2.7,59.3
10.6,7.3,57.8
10.6,3.2,53
10.6,7.5,56.3
10.6,4.7,53
10.6,9.3,57.1
11.6,6.6,61.2
10.3,18,56.8
10.3,17.7,52.9
11,22.5,61.5
10.3,40.6,56.7
10,46.8,52.4
11,51.5,59.8
11,72.5,60.3
10.3,69.5,53
10.3,61.8,57.4
10.6,81.7,60
10,73.3,56.7
10,79.7,52.9
10,79.6,57.6
11,86.1,60.9
10.3,84.6,53.5
11,88.5,60.3
10,87.1,52.9
10,83.2,56.3
11,90.3,59.5
10.6,86.8,56.7
10.3,89.1,52.9
13.9,91.1,49.4
10.3,89.9,51.9
11,91.2,60.8
10.3,90.5,51.9
11,91.7,59
10.6,92.5,52.9
11.3,92.1,60.6
15.2,93.5,46.4
10.6,92.9,52.2
15.5,94.3,44
10.6,91.3,51.1
11.6,92.6,57.4
10.6,91.5,50.5
16.5,95.3,45
11.3,93.4,51.3
15.5,95.4,43.1
11.6,92.9,55.4
11,91.7,49.7
11.3,93.5,50.8
15.8,95.4,44.7
11.3,91.9,49.4
12.3,93,54.8
11.6,93.6,49.4
12.3,93.3,55.1
11.9,93.7,49.6
11.6,92.1,48.8
16.1,95.1,43.6
12.6,93.5,54.9
16.8,95.6,42.8
11.9,92.4,48.6
12.9,93.4,55.1
12.3,94,48.6
12.9,93.6,52.9
11.9,92.8,48
12.6,94.4,48.6
13.5,94.3,52.9
12.6,93.8,47.5
14.2,95.4,52.2
13.9,96.4,44.5
13.5,95.4,45.8
14.2,95.9,49.7
14.2,96.2,43.9
14.8,94.1,44
14.2,94.5,51
12.9,93.6,46.2
13.9,95,49.1
14.5,92.7,41.4
14.8,95.5,48.3
13.9,94,44.5
14.5,95.2,40.9
15.2,93.4,41.5
15.8,96.2,46.9
14.8,96,41.5
15.8,96.7,44.8
15.2,93.2,40.9
14.8,96.1,39.6
15.8,96.1,44
15.5,94.5,41.4
17.4,97.8,39.5
15.5,96.5,39.8
15.8,97.1,44.8
15.8,94.8,41.2
16.1,96.5,40.1
16.1,95.1,39.3
17.7,96.8,38.5
17.7,97.7,42.9
19,98.1,36.6
20.3,97.7,42.1
19,96.4,38.2
20,97.8,38.5
20.3,98,35.4
18.4,97.7,43.3
18.7,97,38.7
19,97.8,39.9
20.6,97.1,36.8
20.3,97.8,38.4
20,97.6,39.3
20.3,97.8,39.6
21,97.1,36
20,98.1,34.7
20.6,97.8,36.6
20.6,96.8,34.9
21,98.2,34.3
20,97.7,39.2
20.3,97.2,34.7
19.7,97.4,36.8
21.3,98.2,34.1
20.6,97.8,37.1
21,97,33.8
21,97.7,36.9
20,98.1,34.4
20.6,97.8,37.3
20.3,97.7,37.3
20.3,97,33.6
19.7,97.4,38.4
20.3,96.9,33.3
19.7,97.8,33.3
19.7,97.3,36
19.7,97.8,40.7
17.7,96.8,41.5
18.4,95.8,34.6
18.1,96.9,38
18.1,97.7,36.6
20.3,97.1,36.9
19.4,97.5,40.6
19,97.7,38.2
19.4,97.6,39.2
20,98.1,37.6
18.4,97.4,43.6
19.4,97.7,38.7
19.7,98.1,36.2
19.7,97.1,34.3
18.7,97.5,41
19,98.1,33.6
19.4,97.1,37.6
18.4,97.5,40.1
19.4,98.1,34.9
20,97.1,36.3
20,97.7,38.5
19.7,98.1,34.9
19,97.4,42
19.4,97.1,36.5
19.7,98.1,36
19.7,97.3,42.6
19,97.1,35.2
20,97.8,38
20,97.8,37.3
19.4,97.5,42.8
20,98.1,34.7
19,97.4,40.7
19.7,97.8,36.6
20.3,98.2,34.9
19.7,97.3,34.4
19.4,97.4,40.4
20.6,97.8,37.4
19,97.4,40.7
20.3,97.3,32.8
20.6,97.8,38.4
20,98.2,33.5
20.6,97.8,36
19.4,97.2,39.5
19.4,97.4,31.3
19,97.4,41.5
19.7,97.8,37.4
20,98.4,34.7
19.4,97.5,39.2
20.3,97.5,30.5
20.3,97.8,35.2
20.6,97.5,31.1
19.4,97.5,39.8
20.3,97.8,35.4
21,98.4,33.2
19.7,97.6,36.9
21,98.4,33.2
20,97.5,37.4
21.6,97.6,29.4
22.9,97.8,34.4
20.3,97.7,30.2
22.6,97.8,34.3
21.3,97.5,35.4
21,97.6,35.8
23.2,97.9,35.1
21.9,97.7,29.1
21,98.5,31.7
21,97.6,36.5
21.3,97.8,30.2
22.9,97.9,35.1
21.6,98.5,31.3
21.9,97.8,28.4
22.3,97.7,36.6
21.3,98.5,30.8
21.3,97.6,36.8
21,97.8,27.3
23.9,97.9,34.3
21.9,97.6,35.7
21.9,97.8,28.1
23.5,97.9,33.6
22.3,98.6,29.7
23.9,97.9,33.5
21.3,97.8,28.4
22.9,98.6,29.7
24.8,98,32.5
21,97.7,32.8
21,97.8,33.6
23.5,98,33
22.6,98.6,27
22.3,98,27.3
20.6,97.7,33.5
24.2,98,32.4
23.5,98.6,28.7
21.3,97.8,32.8
22.3,98,27.3
24.2,98,33.2
22.9,98.6,28.7
21.6,97.8,33.8
21.9,98,26.9
23.5,98.6,28.7
22.6,97.8,33
22.3,98.7,29.7
21,97.8,35.2
21,98.1,28.3
24.2,98.1,33.6
22.3,97.8,35.5
21,98.1,28.9
23.5,98.1,34.1
22.6,97.8,33.9
22.6,98.6,30.2
21.3,98.1,29.2
23.2,98.1,34.3
23.2,97.9,33.3
23.2,98.6,30
23.2,98.1,33.8
21,97.8,33.6
21.9,98.6,28.1
21.3,97.8,34.1
22.3,98.1,34.6
21.9,98.6,30
19,98.2,32.8
21,97.8,39
20.3,98.1,37.4
20.3,98.4,32.2
20.6,97.8,38.4
18.7,98.1,33.9
21,97.9,37.7
21.3,98.5,33
19,98.1,32.5
20.6,97.8,37.6
19.7,98.4,34.3
17.7,98,33.3
17.1,94,39.9
18.1,95.5,42.6
18.1,95.1,44.5
16.8,92.8,42.6
17.1,97.7,36.2
19,96.7,41.4
16.5,91.8,42.8
18.4,93,41.7
16.8,92.7,38
15.8,87.1,42.9
16.1,88.7,39
15.5,82.2,42.3
16.8,84.5,46.6
16.5,74.3,45.6
15.5,69.8,39.6
15.2,53.1,42.8
16.1,54.5,45.9
16.1,25.1,45.5
15.2,26.1,39
15.2,23.8,41.7
15.2,9.7,39.5
15.2,4.9,41.5
16.1,7.5,46.4
15.2,1.7,43.4
16.1,4.4,45.6
15.2,7.4,41.4
15.8,3.8,48.5
15.2,6.7,40.7
15.2,7,40.6
14.8,1.2,43.1
15.8,3.8,47.5
15.2,1.2,43.7
15.8,3.8,47.5
15.2,7,42.5
16.1,3.8,49.6
14.8,1.2,44
15.2,7,42.6
15.2,1.3,43.9
16.1,3.9,48.6
15.5,6.4,40.4
15.8,4,45.9
15.2,1.3,43.6
16.1,4.1,48
15.2,7.1,39.6
15.5,6.8,40.6
15.2,1.5,43.3
15.8,4.1,45.6
15.2,7.1,40.7
15.8,4.2,45.9
15.2,7.2,42.1
15.2,1.4,43.7
15.8,4.1,46.4
14.8,1.5,43.1
15.2,7.1,42.6
15.5,12.7,41.2
14.8,1.3,45.5
15.5,4.1,47.3
15.2,7.2,42.1
15.5,4,45.9
14.8,7.1,42.1
14.5,1.3,44.8
14.5,1.2,45.3
15.5,3.9,49.7
14.8,7.2,42.9
15.2,3.9,51.8
14.2,1.2,44.7
14.5,7.2,43.4
15.5,3.9,49.4
14.8,6.4,42.8
14.2,1.3,45.1
14.5,7,43.4
14.8,3.9,47.7
14.2,1.2,45.6
14.5,6.9,44.5
14.8,3.8,50
14.8,4,50
14.5,7.2,45
14.2,1.3,46.9
14.5,7.2,45.5
14.2,1.3,47.7
14.8,4,49.2
14.2,1.2,46.7
14.8,3.9,49.6
15.2,3.9,51.1
14.2,7.2,45.5
13.9,1.2,47.2
14.8,3.8,50.7
14.5,7.1,45.1
14.8,3.8,49.6
14.5,3.8,50.5
14.2,7.1,45.6
13.9,1.2,46.7
14.5,3.8,51.8
14.2,7.1,45.5
13.9,1.1,46.1
13.2,1.2,46.4
13.9,7.1,45.6
14.2,3.8,50.5
14.2,3.8,52.9
13.5,1.2,46.2
13.9,7.2,45.6
13.9,7.3,45.8
14.2,3.8,51.3
13.5,1.2,47.2
13.5,1.2,47.2
14.5,3.8,52.9
14.8,3.8,55.5
14.2,7.3,45
13.9,1.2,46.2
13.5,1.2,47.3
13.9,7.2,45.5
13.9,6.6,45.5
13.5,1.2,46.9
14.2,3.8,51.6
14.2,3.8,50.2
13.9,6.6,46.2
13.5,7.1,46.7
13.2,1.1,47.8
14.2,3.7,51.8
13.2,1.2,47.3
13.9,3.8,52.4
13.5,6.9,45.9
13.9,3.9,51.1
13.5,7.2,45.8
13.2,1.2,46.9
14.2,3.8,52.4
13.2,1.3,47.2
13.2,7.2,48.3
13.9,3.7,53.8
13.2,1.1,47.5
13.5,3.8,53
12.6,1.1,47.7
12.9,7.2,49.6
13.5,3.8,55.1
12.9,7.2,51
12.6,1.2,49.1
13.2,12.9,47.7
12.6,1.2,49.2
13.2,3.8,53.7
12.9,7.1,50.2
12.9,3.8,54.8
12.3,1.3,49.6
12.9,7.2,50.5
12.9,3.8,54.6
12.6,7.3,50.5
12.3,1.2,49.6
12.3,1.3,49.7
12.9,2.9,55.2
12.6,7.1,51.6
12.9,3.1,56.2
12.6,7.4,51.6
12.6,8,52.7
12.9,4.4,56.3
12.3,13,52.4
11.9,9.1,50.7
12.9,11.7,56.7
12.6,35.7,56.2
11.6,58.1,50.2
11.9,52.8,53.3
12.6,61.4,56.7
11.6,72.6,50.8
12.3,75.2,57
11.9,67.7,53.5
12.3,83.6,57.4
11.6,81.6,50.8
11.9,76.7,53.2
11.9,87.2,57.9
11.6,82.1,53.7
11.3,88.1,51.3
11.9,89.6,57.3
11.9,85.3,53.2
12.3,90.9,58.4
11.9,87.5,53.2
11.6,90.6,50.7
12.3,92,57.4
14.8,92.3,51.6
11.3,90.9,49.9
12.3,92.3,57.6
12.6,93.3,56
17.4,94.4,43.3
11.6,92.3,49.7
12.9,93.5,54.9
16.8,93.9,41.4
11.9,92.5,48.9
12.3,92.3,48.8
17.4,95.4,43.1
12.9,93.6,55.1
12.9,93.3,54.6
17.4,95.3,41.7
11.9,92,48.6
18.4,95.5,40.3
12.3,92,48.9
12.9,93.3,54
12.3,92.1,48.8
12.9,93.5,54.1
19.7,95.5,39.2
13.2,93.5,53.5
13.5,93.5,52.9
21.3,95.6,37.1
12.9,92.5,47.2
13.2,92.7,46.1
13.9,93.9,52.1
13.9,93.8,51.1
13.2,92.9,46.2
24.2,95.3,33
14.2,94,50.5
13.5,93.1,46.2
14.2,95,45
19.7,93.9,34.9
14.5,94.1,48.6
14.2,93.5,46.1
14.8,94.7,48.9
14.5,95.1,43.3
15.2,95.4,47
16.8,92.8,39.9
16.5,92.3,41
14.8,94,44.2
15.5,95.6,46.9
15.2,94.5,43.3
15.8,94.7,42.5
15.8,96.3,45.9
15.8,91.5,42
15.5,94.9,42.1
16.8,96.4,46.9
15.8,91.6,41.7
20,97.7,38
15.8,95.2,42.1
16.8,96.4,44.5
20.6,97.7,38
16.5,92.2,39.9
17.1,96.4,44
16.8,96.2,40.3
17.1,94.1,40.3
21.9,97.7,37.7
18.1,97.7,38.7
21.3,97.3,40.1
21,97.8,34.1
21.9,97.7,37.7
20.6,97.3,37.9
19.7,96.1,36.5
21.6,97.8,33.2
21,97.2,37.3
21.6,96.6,33.6
22.3,97.6,36.9
21.6,96.7,31.6
21.9,97.6,36.8
21.3,96.7,30.2
21.3,97.6,35.7
22.3,97.6,35.5
22.6,97.4,35.1
21.9,97.3,34.1
21.9,96.8,32.5
21.6,97.9,31.1
21,97.3,37.3
21.6,96.8,31.4
21.9,97.4,35.4
22.3,97.9,32.4
21.9,96.8,30.6
22.3,97.4,34.3
21,98.1,34.1
21.9,98,31.3
21,97.8,34.6
22.3,96.9,30.8
21.9,97.7,32.5
21,96.9,30.6
21.3,97.2,36.8
19.7,97.2,37.7
21,97.5,35.7
21,97.5,35.7
19.4,97.1,39
20,97.2,38.5
21,97.6,36.6
19.7,97.1,40.7
20.6,98.1,32.1
21.3,97.1,32.4
20,97.4,38.4
21.6,97.2,32.7
20.3,97,39.5
21.6,97.3,33.8
21,97.8,37.7
20.3,97.1,41.5
21.9,98.3,35.1
22.3,97.5,25.7
21.3,97.5,37.9
21.6,97.8,38.4
24.5,97.8,24.6
23.2,97.6,36.2
23.9,98.5,31.1
24.2,97.8,24.6
22.3,97.6,36
25.8,97.9,33.9
24.5,98.6,29.2
24.8,97.8,26.1
22.6,97.5,34.3
24.8,98.6,29.2
24.2,97.9,24.6
22.6,97.7,35.1
25.8,98,33.2
25.5,98.6,28.4
23.2,97.8,35.4
24.2,97.9,27.8
26.1,98,35.2
24.8,98.6,31
25.2,98,37.4
22.3,97.7,37.1
24.8,98.6,31.3
23.5,97.8,36.6
26.1,98,35.7
24.5,98.6,31.4
23.9,97.7,34.6
25.5,98,36
24.2,98,28.9
24.5,97.8,35.2
25.8,98.1,36.8
25.8,98.7,31
23.5,98,30.2
24.5,97.8,35.8
26.8,98.2,36
23.2,98.1,28.7
24.2,97.8,37.4
25.8,97.9,35.8
23.9,98.1,29.7
24.5,97.8,35.4
25.5,98.2,36.6
23.5,98.1,29.5
25.2,97.9,35.7
26.1,98.1,36.2
25.5,97.9,35.1
23.5,98.2,27.8
24.5,97.8,34.7
22.3,98.2,28.4
26.1,98,35.5
25.5,98,35.5
26.1,98,33.9
23.9,98.6,31.7
24.2,97.8,35.4
22.6,98.2,29.7
24.2,98.5,32.7
21.3,98.1,28.3
22.3,93.9,37.6
22.6,98.5,32.2
21,95,38.7
19.4,92.7,39.9
21.3,98.1,27.6
21.3,97.9,27.5
19.4,92.7,39.3
22.6,96.8,37.9
20.3,97.7,31.1
19.4,93.2,36.5
20,93.9,34.1
19.4,91.6,38.7
21,94.2,41.4
19.7,81.7,45
19,79.2,39
18.1,66.2,42.5
18.7,66.1,38.5
19,70.5,38.5
19,43.7,42.3
18.4,45.8,36.5
18.1,41.3,40.9
18.7,47.4,38.4
18.7,18,41.2
18.4,22.2,36.2
18.1,14.8,40.6
18.1,9.9,35.7
17.7,3.7,40.9
18.1,14.8,37.3
18.4,4.2,48.1
17.7,7.4,38
18.1,13.1,38.4
18.1,3.8,45.3
17.7,6.7,39
17.1,1.2,42.1
17.7,12.9,40.1
17.7,3.8,47.2
17.1,6.1,41.2
17.1,1.1,44.4
17.4,12.9,41.8
16.8,6.4,43.6
16.8,1.1,45.5
17.1,13.2,43.7
17.1,3.7,49.1
16.8,6.4,43.3
17.1,13.2,43.6
16.1,1.2,46.6
17.1,3.8,50.5
16.5,6.6,43.3
16.8,13.9,44.2
16.8,3.8,49.9
16.1,6.9,43.7
15.8,1.2,46.7
16.1,6.7,44
15.8,1.2,47.7
16.5,12.7,45.3
16.8,3.8,53.7
15.8,6.6,45.6
15.5,1.1,47.3
16.5,13,45.6
15.5,7,46.9
15.5,1.1,48
16.5,12.9,46.4
15.5,6.4,47.8
15.5,6.9,48
15.5,1.1,48.1
16.1,3.8,54
15.2,6.9,49.2
15.2,1.1,49.4
16.1,12.8,47.7
16.1,3.8,55.1
15.2,6.9,49.2
15.2,1.2,48.9
15.8,12.8,48
15.2,1.1,48.9
16.1,3.7,54
16.1,3.8,54
15.2,1.2,49.9
15.2,6.8,49.1
16.1,3.6,56
14.8,1.2,49.7
15.8,12.7,48
15.2,6.9,48.9
16.1,3.6,53.7
14.8,1.2,49.4
16.1,3.6,54.6
15.2,6.9,50
15.2,1.1,49.6
15.8,12.8,48.1
16.1,3.6,54.8
15.2,7,50.5
15.2,1.1,49.9
15.8,12.6,48.8
15.8,3.6,56.2
14.8,1.1,50.5
15.2,6.6,51
15.2,7,52.4
14.8,1.1,51.4
15.8,3.6,59.5
15.8,3.5,58.9
14.8,1.2,51.9
14.8,6.9,52.7
15.5,12.5,50.8
14.5,1.1,52.1
15.8,3.5,58.9
14.8,6.7,52.1
15.5,12.8,50.7
15.5,3.5,58.5
14.8,6.4,52.2
14.5,1.1,51.6
14.5,1.1,51.9
15.2,3.6,58.2
14.8,7,52.6
14.2,1.1,51.4
14.5,6.9,52.7
15.2,3.6,57.9
14.2,6.9,53.7
14.2,1.1,52.4
14.8,12.8,51.9
15.2,3.6,61.4
14.2,6.9,54.1
14.2,1.1,52.7
14.8,12.8,52.1
14.2,7,54.4
15.2,3.6,58.1
14.8,12.8,51.4
14.2,1.2,52.4
15.2,3.6,59.6
14.8,12.8,51.9
14.2,1.1,52.2
15.2,3.6,58.4
13.9,7,55.2
14.8,3.6,59.2
13.5,7.1,55.7
14.2,1.2,52.7
13.9,1.2,52.7
14.8,3.6,59.3
13.5,7.1,56.5
14.8,3.6,59.3
13.5,7.2,56
14.5,12.8,51.8
13.5,7.1,55.5
14.8,3.7,59.3
14.5,12.8,52.1
14.5,3.6,59.6
13.9,1.1,53.3
13.5,7,56.7
14.5,12.8,52.2
13.9,1.1,53.3
14.8,3.7,60.3
13.5,7,56.2
14.5,3.7,60.6
13.5,7.1,56.7
14.2,12.8,52.9
13.2,7.1,57.6
13.5,1.1,53.7
14.5,3.7,60.6
14.5,3.6,60.9
13.5,1.1,53.7
14.2,12.7,54.3
13.5,7.1,58.5
14.2,3.6,61.4
13.5,12.8,54.9
13.9,3.7,62.2
12.9,1.1,54.4
13.2,7.2,58.7
13.5,12.8,55.2
12.9,1.1,54.4
13.2,7.1,59.5
13.5,3.6,63.1
12.6,1.1,54.6
12.9,7.1,58.9
13.2,12.8,55.7
13.5,2.9,63.6
12.9,7.2,59.2
12.6,1.3,55.2
12.9,13.1,55.5
13.2,3.7,64.2
12.9,7.6,59.8
12.6,1.9,56
12.9,13.9,56.5
12.6,10.6,59.8
12.3,5.5,55.9
13.2,8.5,63.6
12.9,27.7,63
12.9,23.9,59.6
12.3,23,55.7
12.9,42.4,56.7
12.6,47.6,60.1
12.3,52.3,56.2
12.9,56.4,63
12.6,66.4,56.2
12.9,73.9,63.3
12.6,64.5,59.8
12.6,80.1,56.2
12.6,76.5,60.1
12.9,83.7,63.9
12.6,86.5,56.2
12.9,87.4,63.1
12.6,82,59.8
12.6,84.4,59.6
12.3,87.8,55.2
12.9,89.1,62.8
12.9,90.9,56
13.2,90.9,62.6
12.6,87.8,59.5
12.9,92,55.9
15.8,91.4,52.6
12.6,90.3,55.2
13.5,92.2,62.5
17.1,92.8,50.8
13.2,92.9,56
12.9,91.3,54.1
13.5,92.6,62.6
17.4,93.5,48.8
18.1,94.5,48
13.5,93.5,54.8
13.9,93.1,61.2
18.1,95.3,48.9
13.5,91.9,53.7
13.9,93.6,54.9
14.2,93.3,60.9
13.9,92.1,53.8
14.2,93.8,54.8
14.5,93.4,61.1
20,95.3,45.6
13.9,92.2,53.5
14.5,93.9,54.6
14.8,93.5,60.6
21.6,95.4,44.4
22.3,95.5,44.2
14.2,92.5,52.9
14.8,94.1,54.1
15.5,93.6,60.1
14.8,92.7,52.9
24.2,95.5,40.1
15.2,94.3,53.2
15.5,93.9,59
24.5,95.6,37.6
15.2,93,52.6
15.5,94.5,52.9
15.8,94,58.5
25.5,95.6,36
25.8,95.4,36.3
15.8,93.3,51.3
16.5,94.2,57.3
15.8,93.5,50.5
16.5,93.6,50
16.8,94.5,57.1
19.4,93.5,45
17.1,95.2,54.8
18.1,92.8,47.5
17.7,92.4,48.1
16.8,94,49.4
18.1,92.1,46.9
17.7,94.5,48.3
18.4,95.8,53.3
18.4,95.7,47.2
18.7,96.4,51.6
19,92,45.6
18.4,95.4,48
19.7,96.6,50.7
19.4,92.4,46.9
26.5,97.6,38.7
20.3,96.7,47.7
20,93.2,44.4
21,96.7,46.4
24.8,97.6,40.1
21,96.6,43.3
21.6,96.8,45.5
21,94.2,41.4
26.1,97.7,37.9
22.6,97.2,41.5
26.1,97.4,40.7
27.4,97.8,35.4
25.5,95.9,34.4
28.7,97.9,32.7
30,97.4,35.5
27.1,96.5,30.3
29.4,97.7,36.3
28.4,96.7,29.1
29,97.6,36.5
26.8,97.3,35.5
26.8,97.8,38.5
29,97.7,37.7
29,98,34.1
